Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
CALCR	"CT-R, CTR"	ENSG00000004948	"Calcitonin receptor"		7	93424486-93574730	"Human disease related genes, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at protein level"			"Tissue enhanced"	"Detected in some"		"brain: 4.0;kidney: 1.4"	"Group enriched"	"Detected in some"	5	"Early spermatids: 17.8;Late spermatids: 9.2;Microglial cells: 15.2"	"Cancer enriched"	"Detected in single"	5	"renal cancer: 1.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"testis cancer: 2.6;Uterine cancer: 2.9"	"Testis - Early spermatids, Testis - Late spermatids"	"Group enriched"	"Detected in many"	5	"basal ganglia: 6.3;hypothalamus: 24.6"	"Low region specificity"	"Detected in all"			"HPA028962, HPA061428"	Enhanced	Supported	Approved	"Vesicles,Cell Junctions,Centriolar satellite"			NA	NA				"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 2: Skeletal myocytes - Muscle contraction"		"Cell Junctions"	"Vesicles, Centriolar satellite"	"HPA028962: AB_10602339, HPA061428: AB_2732661"	"unprognostic (1.95e-1)"	"unprognostic (2.43e-1)"	"unprognostic (3.88e-2)"	"unprognostic (1.88e-1)"	"unprognostic (1.55e-2)"	"unprognostic (3.43e-1)"	"unprognostic (7.73e-5)"	"unprognostic (1.64e-1)"	"unprognostic (9.24e-3)"	"unprognostic (8.70e-2)"	"unprognostic (1.86e-2)"	"unprognostic (6.68e-2)"	"unprognostic (2.71e-3)"	"unprognostic (1.46e-3)"	"unprognostic (1.69e-1)"	"unprognostic (2.49e-4)"	"unprognostic (1.05e-2)"
CCDC150	FLJ39660	ENSG00000144395	"Coiled-coil domain containing 150"	Q8NCX0	2	196639554-196763490	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 2.5;testis: 4.8"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 76.1;Late spermatids: 16.4;Oligodendrocytes: 15.3;Oocytes: 29.4;Spermatocytes: 30.9"	"Low cancer specificity"	"Detected in some"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Liver - Hepatocytes, Stomach - Mitotic cells (Stomach), Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA048104	Uncertain		Approved	Nucleoplasm			NA	NA				"Cluster 44: Testis - Spermatogenesis"		"Cluster 26: Non-specific - Mitochondria & RNA binding"	"Cluster 18: Early spermatids - Unknown function"	3	Nucleoplasm		"HPA048104: AB_2680264"	"unprognostic (1.92e-1)"	"unprognostic (3.75e-1)"	"unprognostic (2.95e-1)"	"unprognostic (2.58e-4)"	"unprognostic (9.88e-2)"	"unprognostic (1.42e-3)"	"unprognostic (1.59e-2)"	"unprognostic (1.62e-1)"	"unprognostic (5.91e-4)"	"unprognostic (2.01e-2)"	"unprognostic (3.16e-2)"	"unprognostic (9.17e-3)"	"unprognostic (5.66e-4)"	"unprognostic (7.29e-2)"	"unprognostic (1.99e-2)"	"unprognostic (4.35e-2)"	"unprognostic (2.69e-5)"
CCDC198	"C14orf105, FLJ10650"	ENSG00000100557	"Coiled-coil domain containing 198"	Q9NVL8	14	57469300-57493867	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"fallopian tube: 26.6;kidney: 94.7;liver: 35.9;pancreas: 33.0"	"Cell type enhanced"	"Detected in some"		"Cholangiocytes: 68.7;Ciliated cells: 24.0;Collecting duct cells: 54.5;Distal tubular cells: 40.0;Ductal cells: 23.6;Hepatocytes: 23.6;Proximal tubular cells: 165.4"	"Cancer enriched"	"Detected in many"	5	"renal cancer: 25.1"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Bile duct cancer: 9.6;Kidney cancer: 17.5"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA029202			Uncertain	Nucleoplasm,Cytosol			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 6: Non-specific - Immune response"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	16	Cytosol	Nucleoplasm	"HPA029202: AB_10600754"		"unprognostic (1.45e-1)"	"unprognostic (3.65e-1)"	"unprognostic (2.38e-1)"	"unprognostic (6.67e-2)"		"prognostic unfavorable (5.61e-4)"	"unprognostic (1.21e-1)"		"unprognostic (5.45e-3)"	"unprognostic (1.51e-1)"		"prognostic favorable (1.92e-4)"	"unprognostic (6.07e-2)"	"unprognostic (2.77e-1)"		"unprognostic (1.61e-3)"
CDC20B	FLJ37927	ENSG00000164287	"Cell division cycle 20B"	Q86Y33	5	55112971-55173177	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"fallopian tube: 2.0;kidney: 1.1;testis: 2.5"	"Cell type enhanced"	"Detected in some"		"Ciliated cells: 20.2;Club cells: 4.7;Ionocytes: 10.3;Langerhans cells: 4.7;Schwann cells: 4.5"	"Cancer enhanced"	"Detected in some"		"endometrial cancer: 4.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Esophageal cancer: 1.1"	"Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA053900	Uncertain						NA	NA				"Cluster 8: Ciliated cells - Cilium organization"		"Cluster 59: Leukemia - T-cell receptor"	"Cluster 42: Ciliated cells - Cilium assembly"	11			"HPA053900: AB_2682299"	"unprognostic (7.39e-3)"	"unprognostic (1.02e-1)"	"unprognostic (8.19e-2)"	"unprognostic (1.78e-3)"	"unprognostic (9.94e-2)"	"unprognostic (1.59e-2)"	"unprognostic (3.12e-1)"	"unprognostic (1.59e-2)"	"unprognostic (5.60e-2)"	"unprognostic (7.84e-3)"	"unprognostic (2.83e-2)"	"unprognostic (3.06e-1)"	"unprognostic (5.15e-4)"	"unprognostic (1.99e-2)"	"unprognostic (2.27e-1)"	"unprognostic (6.10e-2)"	"unprognostic (1.29e-2)"
CDH6		ENSG00000113361	"Cadherin 6"	P55285	5	31193686-31329146	"Plasma proteins, Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 14.3"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 45.8;Excitatory neurons: 64.6;Microglial cells: 37.6;Oligodendrocyte precursor cells: 57.1;Proximal tubular cells: 183.4;Smooth muscle cells: 55.3"	"Group enriched"	"Detected in many"	5	"ovarian cancer: 15.0;renal cancer: 28.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Kidney cancer: 53.6;ovarian cancer: 81.5;Uterine cancer: 44.9"	"Prostate - Endothelial cells, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA007047, HPA007403, HPA007456, CAB025274"	Enhanced		Supported	"Plasma membrane,Cell Junctions"			NA	NA		9600000		"Cluster 52: Kidney - Transmembrane transport"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"		"Plasma membrane, Cell Junctions"		"CAB025274: , HPA007047: AB_1078374, HPA007403: , HPA007456: AB_1078373"	"unprognostic (3.87e-2)"	"unprognostic (4.69e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.92e-3)"	"unprognostic (1.58e-2)"	"unprognostic (7.61e-3)"	"unprognostic (9.04e-2)"	"unprognostic (2.68e-1)"	"unprognostic (2.74e-2)"	"unprognostic (5.22e-2)"	"unprognostic (1.88e-1)"	"unprognostic (1.19e-2)"	"unprognostic (8.29e-3)"	"unprognostic (1.22e-3)"	"unprognostic (2.67e-1)"	"unprognostic (6.22e-2)"	"unprognostic (2.09e-2)"
CDH9		ENSG00000113100	"Cadherin 9"	Q9ULB4	5	26880597-27121150	"Predicted intracellular proteins, Predicted membrane proteins"	"Cell adhesion"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 6.7;kidney: 5.6"	"Group enriched"	"Detected in some"	33	"Excitatory neurons: 296.6;Inhibitory neurons: 439.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"neutrophil: 5.0"	"Group enriched"	"Detected in many"	5	"B-cells: 2.6;granulocytes: 5.0"	"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA007167	Approved		Approved	"Golgi apparatus"			NA	NA			"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 61: Brain - Neuronal signaling"	"Cluster 51: Neurons - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 69: Neurons - Neuronal signaling"		"Golgi apparatus"		"HPA007167: AB_1078489"					"unprognostic (1.49e-1)"								"unprognostic (2.27e-4)"				
CGNL1	"FLJ14957, JACOP, KIAA1749, PCING"	ENSG00000128849	"Cingulin like 1"	Q0VF96	15	57375967-57550717	"Disease related genes, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 65.9"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 76.0;Astrocytes: 75.6;Microglial cells: 149.4;Prostatic glandular cells: 66.9;Serous glandular cells: 72.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 34.7"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 1, Testis - Sertoli cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB013500, HPA056911, HPA069214"	Enhanced		Supported	"Nuclear bodies,Cell Junctions"			No	No				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 75: Serous glandular cells - Salivary secretion"	1	"Cell Junctions"	"Nuclear bodies"	"CAB013500: , HPA056911: AB_2683274, HPA069214: AB_2686102"	"unprognostic (1.04e-2)"	"unprognostic (2.42e-1)"	"unprognostic (1.52e-2)"	"prognostic favorable (3.55e-4)"	"unprognostic (3.22e-1)"	"unprognostic (1.51e-3)"	"prognostic favorable (5.58e-4)"	"unprognostic (4.32e-2)"	"unprognostic (2.34e-1)"	"unprognostic (4.86e-2)"	"unprognostic (4.05e-2)"	"unprognostic (1.91e-2)"	"prognostic favorable (1.37e-6)"	"unprognostic (2.26e-2)"	"unprognostic (3.39e-1)"	"unprognostic (1.88e-3)"	"unprognostic (1.18e-2)"
CHDH		ENSG00000016391	"Choline dehydrogenase"	Q8NE62	3	53812335-53846419	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		Oxidoreductase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 36.2;liver: 34.9"	"Cell type enhanced"	"Detected in many"		"Proximal enterocytes: 63.6;Proximal tubular cells: 72.6;Undifferentiated cells: 50.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	14	"basophil: 3.0;T-reg: 1.3"	"Group enriched"	"Detected in many"	18	"granulocytes: 3.0;T-cells: 1.3"	"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skin - Eccrine sweat gland cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA036633, HPA058130"	Enhanced						NA	NA			"Cluster 9: T-regs - Cell cycle regulation"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	2			"HPA036633: AB_10670841, HPA058130: AB_2683615"	"unprognostic (3.40e-3)"	"unprognostic (1.17e-2)"	"unprognostic (2.26e-3)"	"unprognostic (7.17e-3)"	"unprognostic (9.15e-2)"	"unprognostic (1.17e-3)"	"unprognostic (1.10e-1)"	"unprognostic (1.97e-2)"	"unprognostic (2.75e-1)"	"unprognostic (4.35e-3)"	"unprognostic (4.57e-2)"	"unprognostic (5.12e-2)"	"prognostic favorable (1.88e-8)"	"unprognostic (3.37e-2)"	"unprognostic (2.42e-1)"	"unprognostic (8.26e-2)"	"unprognostic (2.29e-2)"
CLDN19		ENSG00000164007	"Claudin 19"	Q8N6F1	1	42733093-42740254	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Sensory transduction, Vision"		"Disease variant, Primary hypomagnesemia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"choroid plexus: 12.5;kidney: 38.1;placenta: 9.4"	"Cell type enriched"	"Detected in some"	17	"Extravillous trophoblasts: 264.0"	"Cancer enhanced"	"Detected in some"		"testis cancer: 2.6"	"Region enriched"	"Detected in many"	14	"choroid plexus: 43.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"liver cancer: 2.9;testis cancer: 3.2"	"Kidney - Ascending Loop of Henle cells"	"Region enhanced"	"Detected in many"		"olfactory bulb: 5.4"	"Region enriched"	"Detected in all"	5	"spinal cord: 89.7"	HPA014412			Supported	"Plasma membrane"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 4: Extravillous trophoblasts - Unknown function"		"Plasma membrane"		"HPA014412: "	"unprognostic (6.23e-4)"	"unprognostic (1.80e-1)"		"unprognostic (1.85e-6)"	"unprognostic (5.30e-2)"	"unprognostic (1.73e-1)"	"unprognostic (3.21e-2)"	"unprognostic (3.22e-1)"	"unprognostic (9.45e-2)"	"unprognostic (1.95e-1)"	"unprognostic (2.68e-1)"	"unprognostic (7.22e-2)"	"unprognostic (8.76e-3)"	"unprognostic (1.08e-1)"	"unprognostic (1.12e-1)"		"unprognostic (3.29e-3)"
CLDN2		ENSG00000165376	"Claudin 2"	P57739	X	106900164-106930861	"Disease related genes, Predicted membrane proteins"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 194.7;gallbladder: 98.1;kidney: 159.3;seminal vesicle: 87.0"	"Cell type enhanced"	"Detected in some"		"Ductal cells: 75.9;Exocrine glandular cells: 36.3;Hepatocytes: 25.7;Proximal enterocytes: 31.3;Proximal tubular cells: 88.4"	"Group enriched"	"Detected in many"	5	"colorectal cancer: 53.3;liver cancer: 24.6;pancreatic cancer: 48.5;renal cancer: 87.2;stomach cancer: 30.5"	"Region enriched"	"Detected in many"	13	"choroid plexus: 243.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bile duct cancer: 127.7;Kidney cancer: 98.9"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Kidney - Proximal tubular cells"	"Group enriched"	"Detected in many"	4	"basal ganglia: 4.5;hippocampal formation: 9.5;pons and medulla: 10.3;thalamus: 8.9"	"Low region specificity"	"Detected in many"			"CAB002609, HPA051548"	Enhanced		Supported	"Nucleoplasm,Cell Junctions"			NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	16	"Nucleoplasm, Cell Junctions"		"CAB002609: , HPA051548: AB_2681530"	"unprognostic (2.31e-1)"	"unprognostic (2.62e-1)"	"unprognostic (3.99e-1)"	"unprognostic (1.73e-1)"	"unprognostic (1.30e-2)"	"unprognostic (1.42e-2)"	"unprognostic (6.07e-2)"	"unprognostic (7.47e-3)"	"unprognostic (2.24e-1)"	"unprognostic (8.67e-2)"	"unprognostic (8.83e-2)"	"unprognostic (8.15e-2)"	"unprognostic (1.43e-1)"	"unprognostic (1.76e-1)"	"unprognostic (2.12e-1)"	"prognostic favorable (1.70e-4)"	"unprognostic (9.76e-2)"
CLDN8		ENSG00000156284	"Claudin 8"	P56748	21	30214006-30216097	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"breast: 66.8;intestine: 49.3;kidney: 66.8;salivary gland: 39.0"	"Cell type enhanced"	"Detected in some"		"Breast glandular cells: 28.3;Collecting duct cells: 194.5;Distal enterocytes: 89.3;Mucus glandular cells: 27.9;Salivary duct cells: 37.1"	"Cancer enhanced"	"Detected in many"		"prostate cancer: 31.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 10.6;prostate cancer: 8.7"	"Colon - Colon enterocytes, Kidney - Intercalated cells, Lung - Respiratory ciliated cells, Skin - Eccrine sweat gland cells, Thyroid - Thyroid glandular cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA060605	Approved						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 17: Breast glandular cells - Lactation"	8			"HPA060605: AB_2684331"	"unprognostic (3.74e-2)"	"unprognostic (3.12e-2)"	"unprognostic (1.33e-1)"	"unprognostic (1.02e-1)"		"unprognostic (3.04e-2)"		"unprognostic (1.17e-1)"		"unprognostic (1.87e-1)"	"unprognostic (1.62e-1)"	"unprognostic (2.52e-1)"	"prognostic favorable (3.32e-4)"			"unprognostic (2.55e-1)"	"unprognostic (1.48e-2)"
CLNK	MIST	ENSG00000109684	"Cytokine dependent hematopoietic cell linker"	Q7Z7G1	4	10486395-10684768	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 6.1;lymphoid tissue: 2.6"	"Cell type enhanced"	"Detected in some"		"B-cells: 16.1;Distal tubular cells: 21.5;granulocytes: 46.7;Ionocytes: 13.6;Salivary duct cells: 17.8;Schwann cells: 37.0"	"Cancer enriched"	"Detected in single"	13	"renal cancer: 3.3"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"thyroid cancer: 3.4"	"Breast - T-cells, Kidney - Intercalated cells, Liver - NK-cells (Liver), Testis - Early spermatids, Thyroid - T-cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA035671, HPA035672"	Uncertain		Uncertain	Vesicles			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 48: Non-specific - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 28: Dendritic cells - Antigen presentation"	9	Vesicles		"HPA035671: AB_10669673, HPA035672: AB_10669775"	"unprognostic (2.47e-3)"	"unprognostic (4.74e-4)"	"unprognostic (1.99e-4)"	"unprognostic (2.24e-3)"	"unprognostic (1.17e-1)"	"unprognostic (2.23e-6)"	"unprognostic (2.05e-2)"	"unprognostic (5.37e-4)"	"unprognostic (9.87e-2)"	"unprognostic (3.75e-2)"	"unprognostic (2.55e-1)"	"unprognostic (7.74e-3)"	"unprognostic (1.55e-1)"	"unprognostic (6.05e-3)"	"unprognostic (6.65e-3)"	"unprognostic (1.45e-1)"	"unprognostic (2.99e-2)"
CMBL	FLJ23617	ENSG00000164237	"Carboxymethylenebutenolidase homolog"	Q96DG6	5	10275875-10307902	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 162.1;liver: 166.8;skeletal muscle: 158.1"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 245.8;Hepatocytes: 197.3;Proximal enterocytes: 765.0;Proximal tubular cells: 323.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA036571	Uncertain						NA	NA		580000		"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 22: Proximal enterocytes - Digestion"				"HPA036571: AB_10670114"	"unprognostic (1.81e-2)"	"unprognostic (2.55e-1)"	"unprognostic (8.10e-3)"	"unprognostic (2.53e-2)"	"unprognostic (2.01e-1)"	"unprognostic (2.30e-1)"	"unprognostic (1.07e-1)"	"unprognostic (3.20e-1)"	"unprognostic (8.64e-2)"	"prognostic favorable (1.99e-4)"	"unprognostic (1.76e-1)"	"unprognostic (4.44e-2)"	"unprognostic (1.29e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.16e-1)"	"unprognostic (1.52e-1)"	"unprognostic (2.44e-1)"
COL4A3		ENSG00000169031	"Collagen type IV alpha 3 chain"	Q01955	2	227164624-227314792	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Cell adhesion"		"Alport syndrome, Cancer-related genes, Deafness, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 29.7;retina: 35.2"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 52.7;Bipolar cells: 67.7;Collecting duct cells: 44.7;Cone photoreceptor cells: 190.3;Granulosa cells: 79.6;Muller glia cells: 110.7;Oligodendrocyte precursor cells: 79.7;Skeletal myocytes: 64.4"	"Group enriched"	"Detected in some"	6	"lung cancer: 1.7;renal cancer: 3.0;thyroid cancer: 5.0"	"Region enhanced"	"Detected in all"		"choroid plexus: 45.6"	"Immune cell enhanced"	"Detected in single"		"memory B-cell: 1.0"	"Lineage enriched"	"Detected in single"	7	"B-cells: 1.0"	"Cancer enhanced"	"Detected in some"		"Myeloma: 7.4"	"Lung - Alveolar cells type 1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA042064	Approved		Approved	"Endoplasmic reticulum,Vesicles"	"Secreted to extracellular matrix"	"Cell adhesion"	NA	NA			"Cluster 17: B-cells - Immunoglobulins"	"Cluster 23: Non-specific - Cellular respiration"	"Cluster 42: Choroid plexus - Mitochondria"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 10: Muller glia cells - Visual perception"		Vesicles	"Endoplasmic reticulum"	"HPA042064: AB_10794410"	"unprognostic (4.81e-2)"	"unprognostic (2.25e-1)"	"unprognostic (2.23e-1)"	"unprognostic (9.28e-6)"	"unprognostic (1.43e-1)"	"unprognostic (3.29e-2)"	"unprognostic (1.84e-2)"	"unprognostic (7.07e-3)"	"unprognostic (2.30e-1)"	"unprognostic (9.09e-3)"	"unprognostic (9.30e-2)"	"unprognostic (3.02e-2)"	"prognostic favorable (2.51e-7)"	"unprognostic (1.78e-1)"	"unprognostic (3.10e-2)"	"unprognostic (2.49e-2)"	"unprognostic (1.26e-1)"
