# Input	ChemicalName	ChemicalID	CasRN	GeneSymbol	GeneID	Organism	OrganismID	Interaction	InteractionActions	PubMedIDs
ckb	(+)-JQ1 compound	C561695		CKB	1152	Homo sapiens	9606	(+)-JQ1 compound results in decreased expression of CKB mRNA	decreases^expression	23086925
ckb	(+)-JQ1 compound	C561695		CKB	1152	Homo sapiens	9606	(+)-JQ1 compound results in increased expression of CKB mRNA	increases^expression	24796395
ckb	K 7174	C410337		CKB	1152	Homo sapiens	9606	K 7174 results in decreased expression of CKB mRNA	decreases^expression	24086573
ckb	Ketone Bodies	D007657		CKB	1152	Rattus norvegicus	10116	Ketone Bodies results in increased expression of CKB mRNA	increases^expression	16807920
ckb	Lactic Acid	D019344	50-21-5	CKB	1152	Homo sapiens	9606	Lactic Acid results in increased expression of CKB mRNA	increases^expression	30851411
ckb	lead acetate	C008261	301-04-2	CKB	1152	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	12634122
ckb	lead acetate	C008261	301-04-2	CKB	1152	Mus musculus	10090	lead acetate results in increased expression of CKB protein	increases^expression	20797405
ckb	Lipopolysaccharides	D008070		CKB	1152	Homo sapiens	9606	Lipopolysaccharides results in increased expression of CKB mRNA	increases^expression	35811015
ckb	Lipopolysaccharides	D008070		CKB	1152	Homo sapiens	9606	[NAT10 protein affects the susceptibility to Lipopolysaccharides] which affects the expression of CKB mRNA	affects^expression|affects^response to substance	35877022
ckb	Lipopolysaccharides	D008070		CKB	1152	Homo sapiens	9606	S-(1,2-dichlorovinyl)cysteine inhibits the reaction [Lipopolysaccharides results in increased expression of CKB mRNA]	decreases^reaction|increases^expression	35811015
ckb	Lithium	D008094	7439-93-2	CKB	1152	Rattus norvegicus	10116	Lithium results in increased expression of CKB protein	increases^expression	18296634
ckb	Methamphetamine	D008694	537-46-2	CKB	1152	Macaca fascicularis	9541	Methamphetamine results in decreased expression of CKB mRNA	decreases^expression	29802913
ckb	Methamphetamine	D008694	537-46-2	CKB	1152	Rattus norvegicus	10116	Methamphetamine results in increased expression of CKB protein	increases^expression	19826936
ckb	Methionine	D008715	63-68-3	CKB	1152	Mus musculus	10090	[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	20938992
ckb	Methoxychlor	D008731	72-43-5	CKB	1152	Rattus norvegicus	10116	Cycloheximide inhibits the reaction [Methoxychlor results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Methoxychlor	D008731	72-43-5	CKB	1152	Rattus norvegicus	10116	Dactinomycin inhibits the reaction [Methoxychlor results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Methoxychlor	D008731	72-43-5	CKB	1152	Rattus norvegicus	10116	Methoxychlor results in increased expression of CKB protein	increases^expression	7839363
ckb	methylmercuric chloride	C004925	115-09-3	CKB	1152	Callithrix jacchus	9483	methylmercuric chloride results in increased expression of CKB protein	increases^expression	25809596
ckb	Methylmercury Compounds	D008767		CKB	1152	Danio rerio	7955	Methylmercury Compounds results in increased expression of CKB mRNA	increases^expression	27544571
ckb	Methylmercury Compounds	D008767		CKB	1152	Mus musculus	10090	Methylmercury Compounds results in increased expression of CKB protein	increases^expression	26558463
ckb	Methylnitronitrosoguanidine	D008769	70-25-7	CKB	1152	Homo sapiens	9606	Methylnitronitrosoguanidine results in decreased expression of CKB mRNA	decreases^expression	12634122
ckb	Methyltestosterone	D008777	58-18-4	CKB	1152	Gallus gallus	9031	Methyltestosterone results in decreased expression of CKB mRNA	decreases^expression	29191790
ckb	Metribolone	D015741	965-93-5	CKB	1152	Homo sapiens	9606	Metribolone results in increased expression of CKB protein	increases^expression	17152098
ckb	Mifepristone	D015735	84371-65-3	CKB	1152	Homo sapiens	9606	Mifepristone results in decreased expression of CKB mRNA	decreases^expression	17584828
ckb	monomethyl phthalate	C517284		CKB	1152	Xenopus tropicalis	8364	monomethyl phthalate affects the expression of CKB mRNA	affects^expression	26924002
ckb	Mustard Gas	D009151	505-60-2	CKB	1152	Homo sapiens	9606	Mustard Gas results in increased expression of CKB mRNA	increases^expression	25102026
ckb	Nanotubes, Carbon	D037742		CKB	1152	Mus musculus	10090	Nanotubes, Carbon affects the expression of CKB protein	affects^expression	21135415
ckb	Nanotubes, Carbon	D037742		CKB	1152	Mus musculus	10090	Nanotubes, Carbon analog results in decreased expression of CKB mRNA	decreases^expression	25620056
ckb	Nanotubes, Carbon	D037742		CKB	1152	Mus musculus	10090	Nanotubes, Carbon analog results in increased expression of CKB mRNA	increases^expression	25554681
ckb	Nanotubes, Carbon	D037742		CKB	1152	Mus musculus	10090	Nanotubes, Carbon results in increased expression of CKB mRNA	increases^expression	25554681
ckb	naphthalene	C031721	91-20-3	CKB	1152	Mus musculus	10090	naphthalene results in increased expression of CKB mRNA	increases^expression	18978301
ckb	nickel sulfate	C029938	7786-81-4	CKB	1152	Homo sapiens	9606	nickel sulfate results in decreased expression of CKB mRNA	decreases^expression	22714537
ckb	Nitroglycerin	D005996	55-63-0	CKB	1152	Rattus norvegicus	10116	Nitroglycerin results in decreased expression of CKB mRNA	decreases^expression	12102619
ckb	nitrosobenzylmethylamine	C014707	937-40-6	CKB	1152	Rattus norvegicus	10116	nitrosobenzylmethylamine results in decreased expression of CKB mRNA	decreases^expression	17616710
ckb	N-pyridazin-3-yl-4-(3-((5-(trifluoromethyl)pyridin-2-yl)oxy)benzylidene)piperidine-1-carboxamide	C560620		CKB	1152	Rattus norvegicus	10116	N-pyridazin-3-yl-4-(3-((5-(trifluoromethyl)pyridin-2-yl)oxy)benzylidene)piperidine-1-carboxamide results in increased expression of CKB protein	increases^expression	34058248
ckb	Oxaliplatin	D000077150		CKB	1152	Rattus norvegicus	10116	[Oxaliplatin co-treated with Topotecan] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	25729387
ckb	Oxaliplatin	D000077150		CKB	1152	Rattus norvegicus	10116	Oxaliplatin results in increased expression of CKB mRNA	increases^expression	25729387
ckb	pentabromodiphenyl ether	C086401	32534-81-9	CKB	1152	Rattus norvegicus	10116	pentabromodiphenyl ether results in increased expression of CKB protein	increases^expression	25616259
ckb	Pentachlorophenol	D010416	87-86-5	CKB	1152	Mus musculus	10090	Pentachlorophenol results in increased expression of CKB mRNA	increases^expression	23892564
ckb	pentanal	C046012	110-62-3	CKB	1152	Homo sapiens	9606	pentanal results in increased expression of CKB mRNA	increases^expression	26079696
ckb	perfluorooctane sulfonic acid	C076994	1763-23-1	CKB	1152	Rattus norvegicus	10116	perfluorooctane sulfonic acid results in decreased expression of CKB mRNA	decreases^expression	18692542
ckb	Phenobarbital	D010634	50-06-6	CKB	1152	Mus musculus	10090	Phenobarbital results in decreased expression of CKB mRNA	decreases^expression	19270015
ckb	Plant Extracts	D010936		CKB	1152	Mus musculus	10090	Plant Extracts affects the expression of [CKM protein binds to CKB protein]	affects^binding|affects^expression	21378374
ckb	Pregnenolone Carbonitrile	D011285	1434-54-4	CKB	1152	Rattus norvegicus	10116	Pregnenolone Carbonitrile results in decreased expression of CKB mRNA	decreases^expression	19162173
ckb	Proanthocyanidins	D044945		CKB	1152	Rattus norvegicus	10116	Proanthocyanidins inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	33484087
ckb	Proanthocyanidins	D044945		CKB	1152	Rattus norvegicus	10116	Proanthocyanidins results in decreased expression of [CKM protein binds to CKB protein]	affects^binding|decreases^expression	33484087
ckb	Progesterone	D011374	57-83-0	CKB	1152	Homo sapiens	9606	[Estradiol co-treated with Progesterone] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	20660070
ckb	Progesterone	D011374	57-83-0	CKB	1152	Homo sapiens	9606	[Progesterone co-treated with Estradiol] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	17404688
ckb	Progesterone	D011374	57-83-0	CKB	1152	Homo sapiens	9606	Progesterone results in increased expression of CKB mRNA	increases^expression	17404688
ckb	Progesterone	D011374	57-83-0	CKB	1152	Mus musculus	10090	Progesterone affects the expression of CKB mRNA	affects^expression	17251523
ckb	propionaldehyde	C005556	123-38-6	CKB	1152	Homo sapiens	9606	propionaldehyde results in increased expression of CKB mRNA	increases^expression	26079696
ckb	Propylthiouracil	D011441	51-52-5	CKB	1152	Rattus norvegicus	10116	Propylthiouracil results in decreased expression of CKB mRNA	decreases^expression	24780913
ckb	Quercetin	D011794	117-39-5	CKB	1152	Homo sapiens	9606	Quercetin results in decreased expression of CKB mRNA	decreases^expression	21632981
ckb	Quercetin	D011794	117-39-5	CKB	1152	Rattus norvegicus	10116	Quercetin results in decreased expression of CKB protein	decreases^expression	18095365
ckb	Rotenone	D012402	83-79-4	CKB	1152	Rattus norvegicus	10116	Rotenone results in decreased expression of CKB mRNA	decreases^expression	28374803
ckb	Rotenone	D012402	83-79-4	CKB	1152	Rattus norvegicus	10116	Rotenone results in decreased expression of CKB protein	decreases^expression	35544339
ckb	S-(1,2-dichlorovinyl)cysteine	C039961	627-72-5	CKB	1152	Homo sapiens	9606	S-(1,2-dichlorovinyl)cysteine inhibits the reaction [Lipopolysaccharides results in increased expression of CKB mRNA]	decreases^reaction|increases^expression	35811015
ckb	Selenium	D012643	7782-49-2	CKB	1152	Homo sapiens	9606	Selenium results in increased expression of CKB mRNA	increases^expression	19244175
ckb	Sesame Oil	D012715	8008-74-0	CKB	1152	Gallus gallus	9031	Sesame Oil results in increased expression of CKB mRNA	increases^expression	29191790
ckb	Silicon Dioxide	D012822	7631-86-9	CKB	1152	Homo sapiens	9606	Silicon Dioxide analog results in decreased expression of CKB mRNA	decreases^expression	25895662
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	12634122
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Homo sapiens	9606	sodium arsenite results in increased expression of CKB mRNA	increases^expression	34032870
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Mus musculus	10090	sodium arsenite results in increased expression of CKB protein	increases^expression	29044176
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Rattus norvegicus	10116	sodium arsenite results in decreased expression of CKB protein	decreases^expression	29459688
ckb	Sodium Fluoride	D012969	7681-49-4	CKB	1152	Rattus norvegicus	10116	Sodium Fluoride results in increased expression of CKB protein	increases^expression	29653260
ckb	Soman	D012999	96-64-0	CKB	1152	Rattus norvegicus	10116	Soman results in increased expression of CKB mRNA	increases^expression	19281266
ckb	sulforaphane	C016766		CKB	1152	Homo sapiens	9606	sulforaphane results in decreased expression of CKB mRNA	decreases^expression	31838189
ckb	Sunitinib	D000077210		CKB	1152	Homo sapiens	9606	Sunitinib results in decreased expression of CKB mRNA	decreases^expression	31533062
ckb	T-2 Toxin	D013605	21259-20-1	CKB	1152	Rattus norvegicus	10116	T-2 Toxin affects the expression of CKB protein	affects^expression	26141394
ckb	Tamoxifen	D013629	10540-29-1	CKB	1152	Mus musculus	10090	Tamoxifen results in increased expression of CKB mRNA	increases^expression	19400957
ckb	Tamoxifen	D013629	10540-29-1	CKB	1152	Rattus norvegicus	10116	Tamoxifen results in increased expression of CKB mRNA	increases^expression	19400957
ckb	Tapentadol	D000077432		CKB	1152	Homo sapiens	9606	Tapentadol results in decreased expression of CKB mRNA	decreases^expression	27317026
ckb	Temozolomide	D000077204	85622-93-1	CKB	1152	Homo sapiens	9606	Temozolomide results in increased expression of CKB mRNA	increases^expression	31758290
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Homo sapiens	9606	Tetrachlorodibenzodioxin affects the expression of CKB mRNA	affects^expression	22298810
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Mus musculus	10090	[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	17942748
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Mus musculus	10090	Tetrachlorodibenzodioxin results in decreased expression of CKB mRNA	decreases^expression	27913140
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Rattus norvegicus	10116	Tetrachlorodibenzodioxin affects the expression of CKB mRNA	affects^expression	34747641
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Rattus norvegicus	10116	Tetrachlorodibenzodioxin results in increased expression of CKB mRNA	increases^expression	15644576|32109520|33387578
ckb	Thapsigargin	D019284	67526-95-8	CKB	1152	Homo sapiens	9606	Thapsigargin results in decreased expression of CKB mRNA	decreases^expression	22378314
ckb	Thapsigargin	D019284	67526-95-8	CKB	1152	Homo sapiens	9606	Thapsigargin results in decreased expression of CKB protein	decreases^expression	21692457
ckb	Thioacetamide	D013853	62-55-5	CKB	1152	Cavia porcellus	10141	Thioacetamide results in increased expression of CKB mRNA	increases^expression	34492290
ckb	Thioacetamide	D013853	62-55-5	CKB	1152	Rattus norvegicus	10116	Thioacetamide results in increased expression of CKB mRNA	increases^expression	34492290
ckb	Tobacco Smoke Pollution	D014028		CKB	1152	Homo sapiens	9606	Tobacco Smoke Pollution affects the expression of CKB protein	affects^expression	30291989
ckb	Tobacco Smoke Pollution	D014028		CKB	1152	Homo sapiens	9606	Tobacco Smoke Pollution results in decreased expression of CKB mRNA	decreases^expression	33660061
ckb	Topotecan	D019772	123948-87-8	CKB	1152	Rattus norvegicus	10116	[Oxaliplatin co-treated with Topotecan] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	25729387
ckb	Topotecan	D019772	123948-87-8	CKB	1152	Rattus norvegicus	10116	Topotecan results in increased expression of CKB mRNA	increases^expression	25729387
ckb	Tramadol	D014147	27203-92-5	CKB	1152	Homo sapiens	9606	Tramadol results in decreased expression of CKB mRNA	decreases^expression	27317026
ckb	Tramadol	D014147	27203-92-5	CKB	1152	Rattus norvegicus	10116	Ethanol promotes the reaction [Tramadol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckb	Tramadol	D014147	27203-92-5	CKB	1152	Rattus norvegicus	10116	Tramadol promotes the reaction [Ethanol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckb	Tramadol	D014147	27203-92-5	CKB	1152	Rattus norvegicus	10116	Tramadol results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	33645892
ckb	Tretinoin	D014212	302-79-4	CKB	1152	Homo sapiens	9606	Tretinoin metabolite results in decreased expression of CKB mRNA	decreases^expression	15982314
ckb	Tretinoin	D014212	302-79-4	CKB	1152	Homo sapiens	9606	Tretinoin results in decreased expression of CKB mRNA	decreases^expression	15982314
ckb	Tretinoin	D014212	302-79-4	CKB	1152	Homo sapiens	9606	Tretinoin results in decreased expression of CKB protein	decreases^expression	30093655
ckb	tributyltin	C011559	688-73-3	CKB	1152	Macaca mulatta	9544	tributyltin results in decreased expression of CKB mRNA	decreases^expression	29505797
ckb	tributyltin	C011559	688-73-3	CKB	1152	Mus musculus	10090	tributyltin results in increased expression of CKB mRNA	increases^expression	31939706
ckb	trichostatin A	C012589	58880-19-6	CKB	1152	Homo sapiens	9606	[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	27188386
ckb	trichostatin A	C012589	58880-19-6	CKB	1152	Homo sapiens	9606	trichostatin A results in decreased expression of CKB mRNA	decreases^expression	26272509
ckb	trichostatin A	C012589	58880-19-6	CKB	1152	Xenopus laevis	8355	trichostatin A results in decreased expression of CKB mRNA	decreases^expression	15901671
ckb	Triclosan	D014260	3380-34-5	CKB	1152	Homo sapiens	9606	Triclosan results in decreased expression of CKB mRNA	decreases^expression	30510588
ckb	triphenyl phosphate	C005445	115-86-6	CKB	1152	Homo sapiens	9606	triphenyl phosphate results in increased expression of CKB mRNA	increases^expression	35776891
ckb	tris(1,3-dichloro-2-propyl)phosphate	C016805	13674-87-8	CKB	1152	Homo sapiens	9606	tris(1,3-dichloro-2-propyl)phosphate results in decreased expression of CKB mRNA	decreases^expression	26179874
ckb	Tunicamycin	D014415	11089-65-9	CKB	1152	Homo sapiens	9606	Tunicamycin results in decreased expression of CKB mRNA	decreases^expression	22378314
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Homo sapiens	9606	Valproic Acid affects the expression of CKB mRNA	affects^expression	25979313
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Homo sapiens	9606	Valproic Acid results in increased expression of CKB mRNA	increases^expression	19949822|23179753|28001369|29154799
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Mus musculus	10090	Valproic Acid affects the expression of CKB mRNA	affects^expression	17292431
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Mus musculus	10090	Valproic Acid results in increased expression of CKB mRNA	increases^expression	19136453
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Xenopus laevis	8355	Valproic Acid results in decreased expression of CKB mRNA	decreases^expression	15901671
ckb	Vitamin E	D014810	1406-18-4	CKB	1152	Homo sapiens	9606	Vitamin E results in increased expression of CKB mRNA	increases^expression	19244175
ckb	Vitamin K 3	D024483	58-27-5	CKB	1152	Homo sapiens	9606	Vitamin K 3 affects the expression of CKB mRNA	affects^expression	20044591
ckb	Zearalenone	D015025	17924-92-4	CKB	1152	Mus musculus	10090	Zearalenone results in decreased expression of CKB protein	decreases^expression	36252740
ckm	1,3-dimethylthiourea	C038983	61805-96-7	CKM	1158	Rattus norvegicus	10116	1,3-dimethylthiourea inhibits the reaction [Hydrogen Peroxide results in decreased expression of CKM mRNA]	decreases^expression|decreases^reaction	9689591
ckm	2,4,5-Trichlorophenoxyacetic Acid	D015085	93-76-5	CKM	1158	Mus musculus	10090	2,4,5-Trichlorophenoxyacetic Acid results in increased expression of CKM mRNA	increases^expression	18579281
ckm	2,7-dihydroxynaphthalene	C107946	582-17-2	CKM	1158	Homo sapiens	9606	2,7-dihydroxynaphthalene results in decreased expression of CKM mRNA	decreases^expression	28940058
ckm	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	C049584	105650-23-5	CKM	1158	Rattus norvegicus	10116	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine results in decreased expression of CKM mRNA	decreases^expression	15059925
ckm	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	C049584	105650-23-5	CKM	1158	Rattus norvegicus	10116	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine results in increased expression of CKM mRNA	increases^expression	15215175
ckm	3,4,5,3',4'-pentachlorobiphenyl	C023035	57465-28-8	CKM	1158	Rattus norvegicus	10116	3,4,5,3',4'-pentachlorobiphenyl results in increased expression of CKM mRNA	increases^expression	32119087
ckm	4,4'-diaminodiphenylmethane	C009505	101-77-9	CKM	1158	Mus musculus	10090	4,4'-diaminodiphenylmethane results in increased expression of CKM mRNA	increases^expression	18648102
ckm	abrine	C496492		CKM	1158	Homo sapiens	9606	abrine results in increased expression of CKM mRNA	increases^expression	31054353
ckm	Acetaminophen	D000082	103-90-2	CKM	1158	Homo sapiens	9606	Acetaminophen results in increased expression of CKM mRNA	increases^expression	22230336
ckm	Acetaminophen	D000082	103-90-2	CKM	1158	Rattus norvegicus	10116	Acetaminophen results in increased expression of CKM mRNA	increases^expression	33387578
ckm	Acetylcysteine	D000111	616-91-1	CKM	1158	Rattus norvegicus	10116	Acetylcysteine inhibits the reaction [Hydrogen Peroxide results in decreased expression of CKM mRNA]	decreases^expression|decreases^reaction	9689591
ckm	Acrylamide	D020106	79-06-1	CKM	1158	Rattus norvegicus	10116	Acrylamide results in decreased expression of CKM mRNA	decreases^expression	28606764
ckm	Air Pollutants	D000393		CKM	1158	Mus musculus	10090	[Air Pollutants results in increased abundance of Particulate Matter] which results in increased expression of CKM mRNA	increases^abundance|increases^expression	32780721
ckm	Air Pollutants	D000393		CKM	1158	Rattus norvegicus	10116	[Air Pollutants results in increased abundance of Particulate Matter] which results in increased expression of CKM mRNA	increases^abundance|increases^expression	28106813
ckm	aliskiren	C446481		CKM	1158	Rattus norvegicus	10116	aliskiren inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	decreases^reaction|increases^expression|increases^secretion	26982530
ckm	aliskiren	C446481		CKM	1158	Rattus norvegicus	10116	[Carvedilol co-treated with aliskiren] inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	affects^cotreatment|decreases^reaction|increases^expression|increases^secretion	26982530
ckm	Ammonium Chloride	D000643	12125-02-9	CKM	1158	Rattus norvegicus	10116	Ammonium Chloride affects the expression of CKM mRNA	affects^expression	16483693
ckm	Amphetamine	D000661	300-62-9	CKM	1158	Rattus norvegicus	10116	Amphetamine results in increased expression of CKM mRNA	increases^expression	30779732
ckm	Apigenin	D047310	520-36-5	CKM	1158	Rattus norvegicus	10116	Apigenin inhibits the reaction [Lipopolysaccharides results in increased expression of CKM protein]	decreases^reaction|increases^expression	25557508
ckm	Arsenic Trioxide	D000077237	1327-53-3	CKM	1158	Homo sapiens	9606	Arsenic Trioxide results in increased expression of CKM mRNA	increases^expression	20458559
ckm	benidipine	C061004	105979-17-7	CKM	1158	Rattus norvegicus	10116	benidipine inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25269373
ckm	Benzo(a)pyrene	D001564	50-32-8	CKM	1158	Mus musculus	10090	Benzo(a)pyrene results in decreased expression of CKM mRNA	decreases^expression	22228805
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Homo sapiens	9606	bisphenol A results in increased expression of CKM protein	increases^expression	37567409
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Homo sapiens	9606	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of CKM protein	affects^cotreatment|affects^expression|increases^abundance	33376534
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Mus musculus	10090	bisphenol A results in increased expression of CKM mRNA	increases^expression	24465770
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Rattus norvegicus	10116	bisphenol A affects the expression of CKM mRNA	affects^expression	30903817
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Rattus norvegicus	10116	bisphenol A results in decreased expression of CKM mRNA	decreases^expression	18180321|25181051
ckm	Cadmium Chloride	D019256	10108-64-2	CKM	1158	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	12634122
ckm	Cantharidin	D002193	56-25-7	CKM	1158	Mus musculus	10090	Cantharidin results in decreased expression of CKM mRNA	decreases^expression	36907384
ckm	Captan	D002215	133-06-2	CKM	1158	Mus musculus	10090	Captan results in decreased expression of CKM mRNA	decreases^expression	31558096
ckm	Carbimazole	D002231	22232-54-8	CKM	1158	Homo sapiens	9606	Carbimazole results in increased expression of CKM protein	increases^expression	2565460
ckm	Carbon Tetrachloride	D002251	56-23-5	CKM	1158	Rattus norvegicus	10116	Carbon Tetrachloride results in increased expression of CKM mRNA	increases^expression	31150632
ckm	Carbon Tetrachloride	D002251	56-23-5	CKM	1158	Rattus norvegicus	10116	schizandrin B inhibits the reaction [Carbon Tetrachloride results in increased expression of CKM mRNA]	decreases^reaction|increases^expression	31150632
ckm	Carmustine	D002330	154-93-8	CKM	1158	Homo sapiens	9606	Carmustine results in decreased expression of CKM mRNA	decreases^expression	15980968
ckm	Carvedilol	D000077261	72956-09-3	CKM	1158	Rattus norvegicus	10116	[Carvedilol co-treated with aliskiren] inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	affects^cotreatment|decreases^reaction|increases^expression|increases^secretion	26982530
ckm	Carvedilol	D000077261	72956-09-3	CKM	1158	Rattus norvegicus	10116	Carvedilol inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of CKM protein]	decreases^reaction|increases^expression|increases^secretion	26982530
ckm	Carvedilol	D000077261	72956-09-3	CKM	1158	Rattus norvegicus	10116	Carvedilol inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckm	Cetirizine	D017332	83881-51-0	CKM	1158	Mus musculus	10090	[Cetirizine co-treated with Dietary Fats co-treated with APOE gene mutant form] results in decreased expression of CKM protein	affects^cotreatment|decreases^expression	25020133
ckm	chromic oxide	C023600	1308-38-9	CKM	1158	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	12634122
ckm	chromous chloride	C017133	10049-05-5	CKM	1158	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKM mRNA	affects^cotreatment|decreases^expression	12634122
ckm	Ciguatoxins	D002922	11050-21-8	CKM	1158	Mus musculus	10090	Ciguatoxins affects the expression of CKM mRNA	affects^expression	18353800
ckm	Clarithromycin	D017291	81103-11-9	CKM	1158	Homo sapiens	9606	[Clarithromycin co-treated with Simvastatin] results in increased expression of CKM protein	affects^cotreatment|increases^expression	19252767
ckm	Clofibrate	D002994	637-07-0	CKM	1158	Oikopleura dioica	34765	Clofibrate results in decreased expression of CKM mRNA	decreases^expression	22300585
ckm	Copper	D003300	7440-50-8	CKM	1158	Lumbricus rubellus	35632	Copper results in increased expression of CKM mRNA	increases^expression	18522721
ckm	Copper	D003300	7440-50-8	CKM	1158	Rattus norvegicus	10116	Copper deficiency results in decreased expression of CKM protein	decreases^expression	18993053
ckm	Copper Sulfate	D019327	7758-98-7	CKM	1158	Homo sapiens	9606	Copper Sulfate results in decreased expression of CKM mRNA	decreases^expression	19549813
ckm	Copper Sulfate	D019327	7758-98-7	CKM	1158	Mus musculus	10090	Copper Sulfate results in increased expression of CKM mRNA	increases^expression	18579281
ckm	Crotoxin	D003439	9007-40-3	CKM	1158	Mus musculus	10090	Crotoxin results in increased expression of CKM protein	increases^expression	36702313
ckm	Crotoxin	D003439	9007-40-3	CKM	1158	Mus musculus	10090	lumiracoxib inhibits the reaction [Crotoxin results in increased expression of CKM protein]	decreases^reaction|increases^expression	36702313
ckm	Curcumin	D003474	458-37-7	CKM	1158	Rattus norvegicus	10116	Curcumin inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	29315967
ckm	Cyclophosphamide	D003520	50-18-0	CKM	1158	Rattus norvegicus	10116	Cyclophosphamide results in increased expression of CKM protein	increases^expression	35762198
ckm	Cyclophosphamide	D003520	50-18-0	CKM	1158	Rattus norvegicus	10116	Nitroarginine inhibits the reaction [Simvastatin inhibits the reaction [Cyclophosphamide results in increased expression of CKM protein]]	decreases^reaction|increases^expression	35762198
ckm	Cyclophosphamide	D003520	50-18-0	CKM	1158	Rattus norvegicus	10116	Simvastatin inhibits the reaction [Cyclophosphamide results in increased expression of CKM protein]	decreases^reaction|increases^expression	35762198
ckm	Daunorubicin	D003630	20830-81-3	CKM	1158	Homo sapiens	9606	Daunorubicin results in decreased expression of CKM mRNA	decreases^expression	26537877|28940058
